Binomial,Common name,Order,Family,Trophic level via fishbase,NwP,N,Prop w plastic,Mean num particles per indv,Habitat,Average depth,All_forage,Prime_forage,Second_forage,Primary_aggregation,Secondary_aggregation,Commercial,Aquaculture,Recreational ,IUCN status,Vulnerability score (via fishbase from Cheug et al 2005),Oceanographic province (from Longhurst 2007),Basin,Gyre,Year of collection,Publication year,Source,Includes microplastic,Notes
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0,1,0,0,bathydemersal,375,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,54,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Lepidorhombus boscii,Four-spot megrim,Pleuronectiformes,Scophthalmidae,3.7,1,2,0.5,,demersal,403.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,minor commercial,N,N,Not assessed,38,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,4.3,0,2,0,0,demersal,400,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,highly commercial,N,N,Not assessed,62,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Lophius piscatorius,Angler,Lophiiformes,Lophiidae,4.5,1,2,0.5,0.5,bathydemersal,510,"Active predation, benthic foraging",Active predation,Benthic foraging,,,highly commercial,N,N,LC,72,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,3,12,0.25,0.345,demersal,235,"Active predation, particulate feeder (juv)",Active predation,Particulate feeder (juv),,,highly commercial,N,Y,LC,64,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,4,4,1,1.75,demersal,207,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,39,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Pagellus acarne,Axillary seabream,Perciformes,Sparidae,3.8,1,1,1,1,benthopelagic,70,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,43,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Polyprion americanus,Wreckfish,Perciformes,Polyprionidae,4.1,0,1,0,0,demersal,200,Active predation,Active predation,,Solitary,,minor commercial,N,Y,CR,72,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Raja asterias,Mediterranean starry ray,Rajiformes,Rajidae,3.5,3,7,0.428571429,0.57,demersal,50,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,NT,32,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,0,12,0,0,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,N,N,LC,27,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,11,35,0.314285714,0.57,pelagic-neritic,150,"Active predation, particulate feeder, benthic foraging",Particulate feeder,Active predation,Schooling,Spawning,highly commercial,Y,Y,LC,34,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Scomber scombrus,Atlantic mackerel,Perciformes,Scombridae,3.6,4,13,0.307692308,0.46,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,LC,44,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,4,20,0.2,0.12,demersal,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,62,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,0,1,0,0.27,demersal,35,Benthic foraging,Benthic foraging,,Solitary,,highly commercial,Y,Y,DD,36,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Torpedo torpedo,Common torpedo,Torpediniformes,Torpedinidae,4.5,0,1,0,0,demersal,35,"Active predation, benthic foraging",Benthic foraging,Active predation,,,none,N,N,DD,65,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Trachurus picturatus,Blue jack mackerel,Perciformes,Carangidae,3.3,1,29,0.034482759,0.03,benthopelagic,337.5,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,N,LC,68,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,3,44,0.068181818,0.07,pelagic-neritic,150,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,VU,59,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,0,1,0,0,benthopelagic,225,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder (juv),Schooling,,highly commercial,N,N,LC,57,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Trigla lyra,piper gurnard,Scorpaeniformes,Triglidae,3.7,6,31,0.193548387,0.26,bathydemersal,275,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,63,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Trisopterus luscus,Pouting,Gadiformes,Gadidae,3.7,0,1,0,0,benthopelagic,65,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,,commercial,N,N,Not assessed,44,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Zeus faber,John Dory,Zeiformes,Zeidae,4.5,1,1,1,1,benthopelagic,100,"Active predation, benthic foraging",Active predation,Benthic foraging,Solitary,,commercial,Y,N,DD,68,NAST E,North Atlantic,Portuguese Coast,June-July 2013,2015,Neves et al. 2015,Y,
Decapterus muroadsi,Amberstripe scad,Perciformes,Carangidae,3.4,16,20,0.8,2,pelagic-oceanic,160.5,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,N,LC,41,SPSG,South Pacific,Easter Island,2015,2017,Ory et al. 2017,Y,Mean num particles per indv computed in range 1-5 plastics
Cetengraulis mysticetus,Pacific anchoveta,Clupeiformes,Engraulidae,2.5,1,40,0.025,0.025,pelagic-neritic,16,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,12,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Engraulis ringens,Anchoveta,Clupeiformes,Engraulidae,2.9,1,116,0.00862069,0.00862069,pelagic-neritic,41.5,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,17,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Odontesthes regia,Chilean silverside,Atheriniformes,Atherinopsidae,4,1,9,0.111111111,0.111111111,pelagic-neritic,,Particulate feeder,Particulate feeder,,Schooling,,none,N,N,LC,22,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Opisthonema libertate,Pacific thread herring,Clupeiformes,Clupeidae,2.9,2,80,0.025,0.025,pelagic-neritic,25,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,N,LC,25,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Sardinops sagax,South American pilchard,Clupeiformes,Clupeidae,2.8,0,7,0,0,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,34,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,1,30,0.033333333,0.033333333,pelagic-neritic,150,"Active predation, particulate feeder, benthic foraging",Particulate feeder,Active predation,Schooling,Spawning,highly commercial,Y,Y,LC,34,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Strangomera bentincki,Araucanian herring,Clupeiformes,Clupeidae,2.7,0,10,0,0,pelagic-neritic,35,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,N,LC,26,HUMB,South Pacific,South American coast,2016,2018,Ory et al. 2018,Y,
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,506,533,0.94934334,8.566604128,demersal,35,Benthic foraging,Benthic foraging,,Solitary,,highly commercial,Y,Y,DD,36,MEDI,Mediterranean,Adriatic Sea,"Nov-Dec 2014, 2015",2018,Pellini et al. 2018,Y,"*Total of 4566 microplastic items found, but calculated average as between 1.5-2 per fish in the paper?"
Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,4.5,48,103,0.466019417,1.38,reef-associated,12.5,"Benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,Schooling,,minor commercial,Y,Y,LC,49,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,
Cynoscion arenarius,Sand trout,Perciformes,Sciaenidae,4.2,60,139,0.431654676,0.79,demersal,,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder (juv),,,commercial,N,N,LC,36,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,
Lagodon rhomboides,pinfish,Perciformes,Sparidae,4.4,209,449,0.465478842,0.96,demersal,,"Active predation, benthic foraging, grazing",Benthic foraging,Active predation,Schooling,,minor commercial,N,Y,LC,34,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,
Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,3.5,53,150,0.353333333,,demersal,20,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,commercial,N,Y,LC,38,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,*Need to check source
Micropogonias undulatus,Atlantic croaker,Perciformes,Sciaenidae,4,173,383,0.451697128,0.87,demersal,50,Particulate feeder,Particulate feeder,,,,commercial,experimental,Y,LC,34,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,
Orthopristis chrysoptera,Grunt,Perciformes,Haemulidae,3.4,42,157,0.267515924,0.54,demersal,,"Active predation, benthic foraging",Benthic foraging,,Schooling,,minor commercial,N,N,LC,51,CARB,North Atlantic,Gulf of Mexico,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,
Cathorops agassizii,,Siluriformes,Ariidae,4.3,20,60,0.333333333,0.8333,benthopelagic,,not listed,,not listed,,,none,N,N,Not assessed,29,GUIA,North Atlantic,South Western Atlantic,January 2006-August 2008,2011,Possatto et al. 2011,Y,
Cathorops spixii,Madamango sea catfish,Siluriformes,Ariidae,3.5,11,60,0.183333333,0.4583,demersal,25,"Active predation, benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),,,minor commercial,N,N,Not assessed,60,GUIA,South Atlantic,South Western Atlantic,January 2006-August 2008,2011,Possatto et al. 2011,Y,
Sciades herzbergii,Pemecou sea catfish,Siluriformes,Ariidae,3.3,11,62,0.177419355,0.4435,demersal,,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,38,GUIA,South Atlantic,South Western Atlantic,January 2006-August 2008,2011,Possatto et al. 2011,Y,
Diapterus rhombeus,Capitola mojarra,Perciformes,Gerreidae,3,4,44,0.088,0.2727,demersal,39.5,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,18,GUIA,South Atlantic,Northeastern Brazil,,2012,Ramos et al. 2012,Y,
Eucinostomus melanopterus,Flagfin mojarra,Perciformes,Gerreidae,3.4,13,141,0.09,0.2766,demersal,12.5,"Active predation, benthic foraging, particulate feeder, grazing, scavenging",Benthic foraging,Particulate feeder,Schooling,,minor commercial,N,N,LC,26,GUIA,South Atlantic,Northeastern Brazil,,2012,Ramos et al. 2012,Y,
Eugerres brasilianus,Brazilian mojarra,Perciformes,Gerreidae,3.4,50,240,0.21,0.625,demersal,15,Benthic foraging,Benthic foraging,,,,commercial,N,N,LC,37,GUIA,South Atlantic,Northeastern Brazil,,2012,Ramos et al. 2012,Y,
Atherinopsis californiensis,Jacksmelt,Atheriniformes,Atherinopsidae,2.3,2,7,0.285714286,1.6,pelagic-neritic,15,"Benthic foraging, particulate feeder, grazing, scavenging",Particulate feeder,Benthic foraging,,,commercial,N,N,LC,33,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Citharichthys sordidus,Pacific sanddab,Pleuronectiformes,Paralichthyidae,3.5,3,5,0.6,1,demersal,274.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,Y,Not assessed,35,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Decapterus macrosoma,Shortfin Scad,Perciformes,Carangidae,3.4,5,17,0.294117647,2.5,reef-associated,50,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,N,LC,17,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Engraulis mordax,Pacific Anchovy,Clupeiformes,Engraulidae,3.1,3,10,0.3,0.3,pelagic-neritic,109.5,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,commercial,N,N,LC,30,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Katsuwonus pelamis,Skipjack tuna,Perciformes,Scombridae,4.4,0,9,0,0,pelagic-oceanic,130,"Active predation, benthic foraging, particulate feeder",Active predation,Benthic foraging,Schooling,,highly commercial,N,Y,LC,38,SUND,North Pacific,"Cosmopolitan, tropic or warm",2014,2015,Rochman et al. 2015,Y,
Lutjanus gibbus,Humpback red snapper,Perciformes,Lutjanidae,4.1,0,5,0,0,reef-associated,75.5,"Active predation, benthic foraging",Benthic foraging,,Schooling,,commercial,N,Y,LC,35,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Morone saxatilis,Striped bass,Perciformes,Moronidae,4.7,2,7,0.285714286,0.9,demersal,30,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,Y,Y,LC,61,CCAL,North Pacific,North Atlantic,2014,2015,Rochman et al. 2015,Y,
Oncorhynchus tshawytscha,Chinook Salmon,Salmoniformes,Salmonidae,4.4,1,4,0.25,0.25,benthopelagic,187.5,"Active predation, benthic foraging",Benthic foraging,Active predation,Schooling,,highly commercial,Y,Y,Not assessed,68,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Ophiodon elongatus,Lingcod,Scorpaeniformes,Hexagrammidae,4.3,1,11,0.090909091,0.1,demersal,237.5,"Active predation, benthic foraging",Active predation,Benthic foraging,,,commercial,N,Y,Not assessed,63,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Oreochromis niloticus,Nile Tilapia,Perciformes,Cichlidae,2,0,5,0,0,benthopelagic,10,"Particulate feeder, grazing",Grazing,Particulate feeder,,,highly commercial,Y,N,LC,30,SUND,North Pacific,African rivers,2014,2015,Rochman et al. 2015,Y,
Rastrelliger kanagurta,Indian mackeral,Perciformes,Scombridae,3.2,5,9,0.555555556,1,pelagic-neritic,55,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,DD,21,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,0,1,0,0,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,Y,Y,LC,34,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Sebastes caurinus,Copper rockfish,Scorpaeniformes,Sebastidae,4.1,0,1,0,0,demersal,96.5,"Active predation, benthic foraging",Benthic foraging,Active predation,Schooling (juv),,minor commercial,N,Y,Not assessed,58,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Sebastes flavidus,Yellowtail rockfish,Scorpaeniformes,Sebastidae,4.2,1,3,0.333333333,0.3,reef-associated,46,"Active predation, particulate feeder",Particulate feeder,Active predation,Schooling,,commercial,N,Y,Not assessed,56,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Sebastes miniatus,Vermilion Rockfish,Scorpaeniformes,Sebastidae,3.9,0,5,0,0,reef-associated,228.5,not listed,,not listed,,,minor commercial,N,Y,Not assessed,63,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Sebastes mystinus,Blue Rockfish,Scorpaeniformes,Sebastidae,2.7,2,10,0.2,0.2,reef-associated,366.5,"Active predation, benthic foraging, particulate feeder",Particulate feeder,Benthic foraging,Schooling,,none,N,Y,Not assessed,56,CCAL,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Selar boops,Oxeye Scad,Perciformes,Carangidae,3.5,0,7,0,0,reef-associated,267.5,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,N,LC,14,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Siganus argenteus,Streamlined spinefoot,Perciformes,Siganidae,2,1,2,0.5,0.5,reef-associated,15.5,"Benthic foraging, grazing",Benthic foraging,Grazing,Schooling,,commercial,N,N,LC,22,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Siganus canaliculatus,White-spotted spinefoot,Perciformes,Siganidae,2.8,1,3,0.333333333,0.3,reef-associated,25.5,"Benthic foraging, grazing",Benthic foraging,Grazing,Schooling,,commercial,N,N,LC,18,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Siganus fuscescens,Mottled spinefoot,Perciformes,Siganidae,2,0,2,0,0,reef-associated,25.5,"Benthic foraging, grazing",Grazing,,Schooling,,commercial,Y,N,LC,21,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Spratelloides gracilis,Silver-stripe round herring,Clupeiformes,Clupeidae,3.1,4,10,0.4,1.1,pelagic-neritic,20,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,minor commercial,N,N,LC,10,SUND,North Pacific,North Pacific,2014,2015,Rochman et al. 2015,Y,
Thunnus alalunga,Albacore tuna,Perciformes,Scombridae,4.3,0,2,0,0,pelagic-oceanic,300,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,Schooling,,highly commercial,N,Y,NT,58,CCAL,North Pacific,Cosmopolitan,2014,2015,Rochman et al. 2015,Y,
Thunnus alalunga,Albacore tuna,Perciformes,Scombridae,4.3,4,31,0.129032258,,pelagic-oceanic,300,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,Schooling,,highly commercial,N,Y,NT,58,MEDI,Mediterranean,Central Mediterranean Sea,2012-2013,2015,Romeo et al. 2015,Y,
Thunnus thynnus,Bluefin tuna,Perciformes,Scombridae,4.5,11,36,0.305555556,,pelagic-oceanic,50,"Active predation, benthic foraging, particulate feeder",Active predation,,Schooling,,commercial,Y,Y,EN,82,MEDI,Mediterranean,Central Mediterranean Sea,2012-2013,2015,Romeo et al. 2015,Y,*has color and size of plastic fragments for each
Xiphias gladius,Swordfish,Perciformes,Xiphiidae,4.5,7,56,0.125,,,275,Active predation,Active predation,,,,commercial,N,Y,EN,72,MEDI,Mediterranean,Central Mediterranean Sea,2012-2013,2015,Romeo et al. 2015,Y,The frequency of plastic debris occurrence (F%) in these fish was estimated by the proportion of the individuals examined where plastics were present in the stomach contents.
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,0,33,0,0,benthopelagic,200,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,Y,LC,39,NECS,North Atlantic,Baltic Sea,,2016,Rummel et al. 2016,Y,
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,4.1,1,74,0.014,0.012,benthopelagic,175,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,Spawning,highly commercial,Y,Y,VU,65,NECS,North Atlantic,Baltic Sea,,2016,Rummel et al. 2016,Y,
Limanda limanda,Common dab,Pleuronectiformes,Scophthalmidae,3.4,4,74,0.054,0.05,demersal,85,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,commercial,N,N,LC,40,NECS,North Atlantic,North Sea,,2016,Rummel et al. 2016,Y,
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,2,20,0.1,0.056,demersal,50,"Benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),,,commercial,Y,Y,LC,42,NECS,North Atlantic,Baltic Sea,,2016,Rummel et al. 2016,Y,
Scomber scombrus,Atlantic mackerel,Perciformes,Scombridae,3.6,9,51,0.18,0.041,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,LC,44,NECS,North Atlantic,Baltic Sea,,2016,Rummel et al. 2016,Y,
Thunnus alalunga,Albacore tuna,Perciformes,Scombridae,4.3,1,2,0.5,,pelagic-oceanic,300,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,Schooling,,highly commercial,N,Y,NT,58,INDE,Indian Ocean,Arabian Sea,,2013,Sajikumar et al. 2013; from GESAMP 2016,,
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,3,20,0.15,0.15,demersal,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,62,NECS,North Atlantic,North Sea,41639,2018,Smith 2018,Y,
Rastrelliger kanagurta,Indian mackeral,Perciformes,Scombridae,3.2,5,10,0.5,,pelagic-neritic,55,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,DD,21,INDE,Indian Ocean,Mangalore,2012,2014,Sulochanan et al. 2014,Y,
Sardinella longiceps,Indian oil sardine,Clupeiformes,Clupeidae,2.4,6,10,0.666666,,pelagic-neritic,110,"Benthic foraging, particulate feeder, grazing, filter-feeder: facultative",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,17,INDE,Indian Ocean,Mangalore,2012,2014,Sulochanan et al. 2014,Y,
Engraulis japonicus,Japanese anchovy,Clupeiformes,Engraulidae,3.1,49,64,0.765625,1.76,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,,,commercial,N,Y,LC,40,KURO,North Pacific,Tokyo bay,2015,2016,Tanaka and Takada 2016,Y,
Centrobranchus andreae,Andre's lanternfish,Myctophiformes,Myctophidae,3.4,2,5,0.4,,pelagic-oceanic,325,Particulate feeder,Particulate feeder,,,,none,N,N,Not assessed,28,NPTG,North Pacific,North Pacific Gyre (Philippine Sea),Feb. -April 2007,2013,Van Noord 2013,Y,
Myctophum aurolaternatum,Golden lanternfish,Myctophiformes,Myctophidae,3.5,0,3,0,0,bathypelagic,,"Benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,,,none,N,N,Not assessed,36,NPTG,North Pacific,North Pacific Gyre (Philippine Sea),Feb. -April 2007,2013,Van Noord 2013,Y,
Myctophum lychnobium,,Myctophiformes,Myctophidae,3.2,7,17,0.411764706,,bathypelagic,500,Particulate feeder,Particulate feeder,,,,none,N,N,LC,17,NPTG,North Pacific,North Pacific Gyre (Philippine Sea),Feb. -April 2007,2013,Van Noord 2013,Y,
Myctophum nitidulum,Pearly lanternfish,Myctophiformes,Myctophidae,3.4,0,1,0,0,bathypelagic,974.5,Particulate feeder,Particulate feeder,,,,none,N,N,LC,28,NPTG,North Pacific,North Pacific Gyre (Philippine Sea),Feb. -April 2007,2013,Van Noord 2013,Y,
Symbolophorus evermanni,Evermann's lanternfish,Myctophiformes,Myctophidae,3.5,1,14,0.071428571,,bathypelagic,300,Particulate feeder,Particulate feeder,,,,none,N,N,Not assessed,32,NPTG,North Pacific,North Pacific Gyre (Philippine Sea),Feb. -April 2007,2013,Van Noord 2013,Y,
Pleuronectes platessa,European plaice,Pleuronectiformes,Pleuronectidae,3.2,54,109,0.495412844,0.724770642,demersal,50,"Active predation, benthic foraging",Benthic foraging,Active predation,,,highly commercial,Y,Y,LC,71,NECS,North Atlantic,,2009-2013?,2018,Welden et al. 2018,Y,** Celtic Sea; amount consumed positively correlated with weight and velocity
Benthosema glaciale,Glacier lantern fish,Myctophiformes,Myctophidae,4,47,69,0.68115942,0.994492754,pelagic-oceanic,350,Particulate feeder,Particulate feeder,,,,none,N,N,LC,27,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Diaphus rafinesquii,White-spotted lantern fish,Myctophiformes,Myctophidae,3.4,24,34,0.705882353,0.811764706,bathypelagic,1106.5,Particulate feeder,Particulate feeder,,,,none,N,N,LC,33,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Gonostoma denudatum,,Stomiiformes,Gonostomatidae,3.3,5,5,1,2.2,bathypelagic,400,Particulate feeder,Particulate feeder,,,,none,N,N,LC,31,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Lampanyctus macdonaldi,Rakery beaconlamp,Myctophiformes,Myctophidae,3.1,12,16,0.75,1.3125,bathypelagic,762,Particulate feeder,Particulate feeder,,,,none,N,N,LC,26,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Myctophum punctatum,Spotted lanternfish,Myctophiformes,Myctophidae,3.4,64,86,0.744186047,1.696744186,bathypelagic,500,Particulate feeder,Particulate feeder,,,,none,N,N,LC,32,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Serrivomer beanii,Stout sawpalate,Perciformes,Serrivomeridae,3.9,13,14,0.928571429,2.191428571,bathypelagic,2999,"Active predation, benthic foraging",Benthic foraging,Active predation,Solitary,,none,N,N,LC,44,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,
Stomias boa,Boa dragonfish,Stomiiformes,Stomiidae,4,6,9,0.666666667,0.886666667,mesopelagic,1000,"Active predation, particulate feeder",Active predation,Particulate feeder,,,none,N,N,LC,42,GFST,North Atlantic,Northwest Atlantic,Spring 2015,2018,Wieczorek et al. 2018,Y,"*not totally sure if the table here presents number per species or number per positive specimens, but I think the latter"
